name ts   x y z   roll pitch yaw  err delay
anonymous:0 1603183182 841814000   0.362342 0.852265 1.81441
anonymous:0 1603183182 851786000   0.364909 0.849508 1.81441
anonymous:0 1603183182 861545000   0.368214 0.846054 1.81346
anonymous:0 1603183182 872349000   0.372553 0.841864 1.81136
anonymous:0 1603183182 882131000   0.377505 0.836475 1.80828
anonymous:0 1603183182 892169000   0.383206 0.830192 1.80413
anonymous:0 1603183182 901785000   0.389803 0.822844 1.79901
anonymous:0 1603183182 912077000   0.397103 0.814614 1.79295
anonymous:0 1603183182 922167000   0.405195 0.805665 1.78568
anonymous:0 1603183182 932386000   0.413981 0.795785 1.77772
anonymous:0 1603183182 941733000   0.423323 0.785163 1.7686
anonymous:0 1603183182 951822000   0.43347 0.773813 1.75844
anonymous:0 1603183182 961875000   0.444184 0.761643 1.7472
anonymous:0 1603183182 972156000   0.455533 0.748786 1.73428
anonymous:0 1603183182 981883000   0.467333 0.735343 1.72009
anonymous:0 1603183182 992122000   0.479355 0.721225 1.70428
anonymous:0 1603183183 12107000   0.504674 0.691777 1.66784
anonymous:0 1603183183 22366000   0.517532 0.676591 1.6472
anonymous:0 1603183183 31992000   0.530623 0.661268 1.62508
anonymous:0 1603183183 42159000   0.543581 0.645964 1.60098
anonymous:0 1603183183 52076000   0.556467 0.630809 1.57523
anonymous:0 1603183183 62415000   0.569164 0.616267 1.54755
anonymous:0 1603183183 82451000   0.59122 0.590337 1.48678
anonymous:0 1603183183 91936000   0.601031 0.580081 1.45319
anonymous:0 1603183183 101806000   0.60952 0.572501 1.41924
anonymous:0 1603183183 112303000   0.616671 0.567059 1.38493
anonymous:0 1603183183 122374000   0.622623 0.563835 1.35053
anonymous:0 1603183183 132094000   0.627934 0.562886 1.31646
anonymous:0 1603183183 142052000   0.632409 0.564099 1.28291
anonymous:0 1603183183 152163000   0.636178 0.567337 1.25
anonymous:0 1603183183 161998000   0.639045 0.572562 1.2179
anonymous:0 1603183183 171978000   0.64175 0.579422 1.18705
anonymous:0 1603183183 181837000   0.643521 0.587735 1.15713
anonymous:0 1603183183 191605000   0.645202 0.597283 1.12903
anonymous:0 1603183183 201906000   0.647971 0.60811 1.10307
anonymous:0 1603183183 212100000   0.647345 0.620378 1.07727
anonymous:0 1603183183 222442000   0.647604 0.633586 1.05377
anonymous:0 1603183183 232100000   0.647603 0.647433 1.03204
anonymous:0 1603183183 241785000   0.647653 0.661611 1.01185
anonymous:0 1603183183 252041000   0.647751 0.675602 0.993402
anonymous:0 1603183183 261963000   0.647834 0.689304 0.976935
anonymous:0 1603183183 272666000   0.647307 0.702662 0.961941
anonymous:0 1603183183 281849000   0.646645 0.715556 0.948792
anonymous:0 1603183183 291567000   0.645956 0.727668 0.937841
anonymous:0 1603183183 301967000   0.642916 0.739457 0.927013
anonymous:0 1603183183 312176000   0.642079 0.750276 0.919043
anonymous:0 1603183183 322256000   0.641288 0.760123 0.912445
anonymous:0 1603183183 332041000   0.64085 0.768848 0.907218
anonymous:0 1603183183 341736000   0.640541 0.776542 0.903341
anonymous:0 1603183183 352164000   0.640416 0.783056 0.900845
anonymous:0 1603183183 362127000   0.639999 0.788236 0.899269
anonymous:0 1603183183 372188000   0.639362 0.792125 0.898632
anonymous:0 1603183183 382048000   0.638491 0.794692 0.898749
anonymous:0 1603183183 392064000   0.637329 0.796003 0.899768
anonymous:0 1603183183 401893000   0.636054 0.796273 0.901699
anonymous:0 1603183183 412162000   0.634427 0.795599 0.904566
anonymous:0 1603183183 422005000   0.632865 0.794299 0.908386
anonymous:0 1603183183 432280000   0.631047 0.792352 0.913088
anonymous:0 1603183183 441663000   0.629389 0.789822 0.918607
anonymous:0 1603183183 451125000   0.627653 0.786786 0.924788
anonymous:0 1603183183 470453000   0.623567 0.779549 0.93976
anonymous:0 1603183183 480323000   0.610402 0.775293 0.944793
anonymous:0 1603183183 490110000   0.607363 0.771195 0.95449
anonymous:0 1603183183 500157000   0.604365 0.767155 0.965421
anonymous:0 1603183183 511011000   0.600309 0.763466 0.977836
anonymous:0 1603183183 520767000   0.596803 0.759787 0.991462
anonymous:0 1603183183 531407000   0.592879 0.756547 1.00628
anonymous:0 1603183183 541273000   0.588213 0.753665 1.02162
anonymous:0 1603183183 551670000   0.58325 0.750967 1.03729
anonymous:0 1603183183 561800000   0.576859 0.748651 1.05318
anonymous:0 1603183183 571942000   0.570432 0.746617 1.06918
anonymous:0 1603183183 581494000   0.562997 0.744986 1.08457
anonymous:0 1603183183 591625000   0.555415 0.743625 1.09981
anonymous:0 1603183183 601899000   0.547435 0.742414 1.11466
anonymous:0 1603183183 611922000   0.539207 0.741799 1.12894
anonymous:0 1603183183 621914000   0.531028 0.741258 1.14265
anonymous:0 1603183183 631879000   0.521463 0.741029 1.15491
anonymous:0 1603183183 641210000   0.512817 0.740735 1.16748
anonymous:0 1603183183 651942000   0.503485 0.740634 1.17803
anonymous:0 1603183183 682117000   0.475951 0.738396 1.20709
anonymous:0 1603183183 691833000   0.465904 0.737208 1.21514
anonymous:0 1603183183 701868000   0.457039 0.734783 1.22249
anonymous:0 1603183183 712314000   0.446881 0.732257 1.2296
anonymous:0 1603183183 722040000   0.437322 0.728589 1.23639
anonymous:0 1603183183 732240000   0.426649 0.724331 1.24244
anonymous:0 1603183183 741770000   0.416106 0.719106 1.24859
anonymous:0 1603183183 751883000   0.405192 0.712947 1.25399
anonymous:0 1603183183 762063000   0.393216 0.706163 1.25924
anonymous:0 1603183183 772143000   0.38108 0.698475 1.26422
anonymous:0 1603183183 781878000   0.368645 0.690039 1.26945
anonymous:0 1603183183 792066000   0.355522 0.681028 1.27474
anonymous:0 1603183183 801983000   0.341891 0.671533 1.28042
anonymous:0 1603183183 811637000   0.328423 0.661878 1.28661
anonymous:0 1603183183 821439000   0.314265 0.652101 1.29326
anonymous:0 1603183183 830890000   0.299885 0.642113 1.30021
anonymous:0 1603183183 840524000   0.284656 0.632474 1.30734
anonymous:0 1603183183 850048000   0.26926 0.622647 1.31458
anonymous:0 1603183183 860622000   0.253388 0.613132 1.32244
anonymous:0 1603183183 870890000   0.237148 0.603771 1.33024
anonymous:0 1603183183 881347000   0.220448 0.594778 1.33808
anonymous:0 1603183183 891268000   0.203587 0.58596 1.34579
anonymous:0 1603183183 901428000   0.186352 0.577648 1.35364
anonymous:0 1603183183 911377000   0.168839 0.569831 1.3613
anonymous:0 1603183183 921872000   0.151202 0.56265 1.3684
anonymous:0 1603183183 931617000   0.133803 0.556043 1.37559
anonymous:0 1603183183 941566000   0.116973 0.549862 1.38265
anonymous:0 1603183183 951830000   0.100821 0.544225 1.38937
anonymous:0 1603183183 961812000   0.0844043 0.539287 1.3953
anonymous:0 1603183183 972075000   0.068625 0.534458 1.40095
anonymous:0 1603183183 981796000   0.0532416 0.529769 1.40618
anonymous:0 1603183183 992032000   0.0381665 0.525272 1.41057
anonymous:0 1603183184 1978000   0.0238527 0.520827 1.41459
anonymous:0 1603183184 12237000   0.010011 0.516775 1.41771
anonymous:0 1603183184 21728000   -0.00338292 0.512925 1.41978
anonymous:0 1603183184 31942000   -0.0161505 0.509386 1.42113
anonymous:0 1603183184 41764000   -0.0280164 0.50583 1.42132
anonymous:0 1603183184 51749000   -0.0388036 0.501913 1.42061
anonymous:0 1603183184 61636000   -0.0484264 0.497153 1.4188
anonymous:0 1603183184 71967000   -0.0575141 0.49176 1.41631
anonymous:0 1603183184 82120000   -0.0654501 0.485489 1.41291
anonymous:0 1603183184 91877000   -0.0726438 0.477945 1.40879
anonymous:0 1603183184 101997000   -0.0786587 0.46922 1.40349
anonymous:0 1603183184 111764000   -0.0837359 0.459342 1.39759
anonymous:0 1603183184 121855000   -0.0870119 0.447865 1.39135
anonymous:0 1603183184 132282000   -0.0886898 0.435039 1.38489
anonymous:0 1603183184 141950000   -0.0882866 0.420782 1.37796
anonymous:0 1603183184 151990000   -0.0865095 0.405507 1.3707
anonymous:0 1603183184 161799000   -0.0832019 0.389567 1.36312
anonymous:0 1603183184 172280000   -0.0790062 0.372627 1.35515
anonymous:0 1603183184 181922000   -0.0732519 0.354689 1.34673
anonymous:0 1603183184 191479000   -0.0661751 0.336305 1.33835
anonymous:0 1603183184 201726000   -0.058141 0.317627 1.32981
anonymous:0 1603183184 211797000   -0.0490689 0.298855 1.32068
anonymous:0 1603183184 221808000   -0.0386864 0.280264 1.31167
anonymous:0 1603183184 231802000   -0.0272279 0.261678 1.30243
anonymous:0 1603183184 241609000   -0.0147494 0.243675 1.29326
anonymous:0 1603183184 251807000   -0.00138934 0.225916 1.28416
anonymous:0 1603183184 261823000   0.0131236 0.208686 1.27517
anonymous:0 1603183184 272227000   0.0284541 0.191819 1.26649
anonymous:0 1603183184 282137000   0.0447113 0.175698 1.25822
anonymous:0 1603183184 291935000   0.0617402 0.160172 1.25001
anonymous:0 1603183184 301971000   0.0795851 0.145623 1.24248
anonymous:0 1603183184 312156000   0.0983268 0.132057 1.23536
anonymous:0 1603183184 321870000   0.117425 0.119482 1.22867
anonymous:0 1603183184 331786000   0.136817 0.107948 1.22255
anonymous:0 1603183184 341615000   0.156428 0.0973311 1.21715
anonymous:0 1603183184 351796000   0.176779 0.0879012 1.21244
anonymous:0 1603183184 361600000   0.197092 0.0796093 1.20866
anonymous:0 1603183184 372609000   0.218121 0.0724281 1.2059
anonymous:0 1603183184 381945000   0.23891 0.0662036 1.20391
anonymous:0 1603183184 391698000   0.259656 0.0611587 1.20276
anonymous:0 1603183184 401360000   0.280101 0.057126 1.20211
anonymous:0 1603183184 411550000   0.30041 0.0539232 1.20222
anonymous:0 1603183184 421472000   0.320389 0.0517764 1.2031
anonymous:0 1603183184 430846000   0.340109 0.0503724 1.20464
anonymous:0 1603183184 441066000   0.359398 0.0499554 1.20714
anonymous:0 1603183184 451234000   0.378327 0.0503035 1.21063
anonymous:0 1603183184 461312000   0.39664 0.0512777 1.21461
anonymous:0 1603183184 471619000   0.414255 0.0527703 1.21928
anonymous:0 1603183184 481793000   0.430942 0.0551961 1.22482
anonymous:0 1603183184 491732000   0.446781 0.0580326 1.23076
anonymous:0 1603183184 501829000   0.461755 0.0614555 1.23727
anonymous:0 1603183184 511993000   0.475888 0.065475 1.24421
anonymous:0 1603183184 521576000   0.489113 0.069999 1.25172
anonymous:0 1603183184 531838000   0.501043 0.0748099 1.25957
anonymous:0 1603183184 541421000   0.512094 0.0799162 1.26753
anonymous:0 1603183184 551697000   0.532371 0.0887666 1.27778
anonymous:0 1603183184 561546000   0.541028 0.0943404 1.28566
anonymous:0 1603183184 571965000   0.548672 0.100096 1.29343
anonymous:0 1603183184 581771000   0.555255 0.105935 1.30094
anonymous:0 1603183184 591635000   0.560871 0.111761 1.30794
anonymous:0 1603183184 601801000   0.565336 0.117544 1.31445
anonymous:0 1603183184 611768000   0.568933 0.123311 1.32064
anonymous:0 1603183184 621902000   0.571567 0.129031 1.32619
anonymous:0 1603183184 632094000   0.573288 0.134667 1.33103
anonymous:0 1603183184 641458000   0.574043 0.140153 1.33534
anonymous:0 1603183184 651451000   0.574054 0.145384 1.33896
anonymous:0 1603183184 661674000   0.573361 0.150442 1.34206
anonymous:0 1603183184 671922000   0.571941 0.155237 1.34453
anonymous:0 1603183184 682106000   0.569853 0.159693 1.34612
anonymous:0 1603183184 691825000   0.567119 0.163884 1.34704
anonymous:0 1603183184 701796000   0.564181 0.167777 1.34738
anonymous:0 1603183184 711831000   0.56069 0.171235 1.34691
anonymous:0 1603183184 721828000   0.556531 0.174232 1.34536
anonymous:0 1603183184 731739000   0.552256 0.177005 1.34331
anonymous:0 1603183184 741741000   0.547687 0.17953 1.3407
anonymous:0 1603183184 751934000   0.542825 0.181894 1.3373
anonymous:0 1603183184 761884000   0.537543 0.184146 1.33318
anonymous:0 1603183184 772493000   0.52176 0.183143 1.32621
anonymous:0 1603183184 781992000   0.515813 0.185027 1.32073
anonymous:0 1603183184 792223000   0.520146 0.18967 1.31694
anonymous:0 1603183184 802306000   0.50351 0.187882 1.30769
anonymous:0 1603183184 812212000   0.496985 0.188875 1.29979
anonymous:0 1603183184 822509000   0.490038 0.189682 1.29114
anonymous:0 1603183184 832068000   0.483091 0.190424 1.28189
anonymous:0 1603183184 842517000   0.475628 0.190632 1.27161
anonymous:0 1603183184 851916000   0.467989 0.190874 1.26073
anonymous:0 1603183184 861796000   0.460068 0.190829 1.24924
anonymous:0 1603183184 870788000   0.451831 0.19075 1.23712
anonymous:0 1603183184 881118000   0.44301 0.19065 1.22453
anonymous:0 1603183184 890795000   0.433478 0.190411 1.21127
anonymous:0 1603183184 900876000   0.423342 0.190335 1.1976
anonymous:0 1603183184 910950000   0.412289 0.189761 1.18308
anonymous:0 1603183184 920824000   0.40084 0.189556 1.16848
anonymous:0 1603183184 931081000   0.388543 0.189486 1.15395
anonymous:0 1603183184 941823000   0.375406 0.189564 1.13931
anonymous:0 1603183184 951719000   0.361506 0.190001 1.12502
anonymous:0 1603183184 961866000   0.346656 0.19047 1.11117
anonymous:0 1603183184 971602000   0.331007 0.19143 1.09831
anonymous:0 1603183184 981915000   0.3145 0.192475 1.08585
anonymous:0 1603183184 992152000   0.296999 0.193468 1.07402
anonymous:0 1603183185 1905000   0.278455 0.194895 1.06318
anonymous:0 1603183185 12388000   0.258667 0.196303 1.05338
anonymous:0 1603183185 21834000   0.237815 0.198179 1.0446
anonymous:0 1603183185 31753000   0.216075 0.200337 1.03748
anonymous:0 1603183185 42247000   0.193918 0.203206 1.03195
anonymous:0 1603183185 51499000   0.171053 0.205784 1.0284
anonymous:0 1603183185 61592000   0.147337 0.209481 1.02743
anonymous:0 1603183185 72195000   0.124091 0.213648 1.02768
anonymous:0 1603183185 82025000   0.100839 0.218353 1.02933
anonymous:0 1603183185 92195000   0.0779503 0.222996 1.03298
anonymous:0 1603183185 102170000   0.0554447 0.227993 1.0382
anonymous:0 1603183185 112407000   0.0338059 0.232994 1.04522
anonymous:0 1603183185 122078000   0.0131101 0.238311 1.05328
anonymous:0 1603183185 131787000   -0.00590405 0.243012 1.06293
anonymous:0 1603183185 141747000   -0.0235128 0.247148 1.07368
anonymous:0 1603183185 151811000   -0.0396671 0.250804 1.08548
anonymous:0 1603183185 161833000   -0.0541437 0.253241 1.09796
anonymous:0 1603183185 172063000   -0.0672634 0.254892 1.11107
anonymous:0 1603183185 181879000   -0.0788416 0.255873 1.12487
anonymous:0 1603183185 191462000   -0.0889603 0.256228 1.13895
anonymous:0 1603183185 201717000   -0.0972723 0.255625 1.15337
anonymous:0 1603183185 212236000   -0.104151 0.254377 1.16801
anonymous:0 1603183185 222084000   -0.109385 0.252596 1.18253
anonymous:0 1603183185 232153000   -0.112674 0.249762 1.19697
anonymous:0 1603183185 242172000   -0.114146 0.246003 1.21125
anonymous:0 1603183185 252792000   -0.113949 0.24129 1.22481
anonymous:0 1603183185 261855000   -0.11182 0.23602 1.23801
anonymous:0 1603183185 271980000   -0.108235 0.230546 1.25058
anonymous:0 1603183185 282085000   -0.102683 0.224505 1.26257
anonymous:0 1603183185 291586000   -0.0953488 0.21817 1.27366
anonymous:0 1603183185 301205000   -0.0863042 0.211223 1.28434
anonymous:0 1603183185 311924000   -0.0760013 0.204355 1.29382
anonymous:0 1603183185 321755000   -0.0646586 0.197493 1.30251
anonymous:0 1603183185 332039000   -0.0524406 0.190876 1.31022
anonymous:0 1603183185 342648000   -0.0397848 0.184955 1.31676
anonymous:0 1603183185 352191000   -0.0273756 0.179391 1.32324
anonymous:0 1603183185 361907000   -0.0151434 0.174585 1.32909
anonymous:0 1603183185 371877000   -0.00310895 0.169541 1.33496
anonymous:0 1603183185 381836000   0.00869388 0.164714 1.34104
anonymous:0 1603183185 391978000   0.0198463 0.160145 1.34747
anonymous:0 1603183185 401789000   0.0307346 0.155007 1.35461
anonymous:0 1603183185 412364000   0.0404113 0.150715 1.36244
anonymous:0 1603183185 421830000   0.0489439 0.14616 1.371
anonymous:0 1603183185 432017000   0.0558807 0.142298 1.37981
anonymous:0 1603183185 442690000   0.0612009 0.138377 1.38913
anonymous:0 1603183185 451654000   0.0652306 0.134172 1.39907
anonymous:0 1603183185 461694000   0.0672627 0.13002 1.40917
anonymous:0 1603183185 472030000   0.0682176 0.125446 1.41968
anonymous:0 1603183185 482469000   0.067717 0.120267 1.43045
anonymous:0 1603183185 492276000   0.0659498 0.115823 1.44148
anonymous:0 1603183185 501980000   0.0634069 0.111319 1.45288
anonymous:0 1603183185 512424000   0.0599696 0.107319 1.46413
anonymous:0 1603183185 522526000   0.0559248 0.103442 1.47546
anonymous:0 1603183185 532237000   0.0515501 0.0994146 1.48655
anonymous:0 1603183185 722095000   -0.11445 -0.0694905 1.54288
anonymous:0 1603183185 731974000   -0.129653 -0.0873028 1.53386
anonymous:0 1603183185 742096000   -0.145002 -0.105618 1.52352
anonymous:0 1603183185 752034000   -0.160475 -0.124445 1.51149
anonymous:0 1603183185 762335000   -0.17604 -0.143611 1.49817
anonymous:0 1603183185 781907000   -0.205769 -0.18248 1.46791
anonymous:0 1603183185 791931000   -0.21987 -0.201853 1.45084
anonymous:0 1603183185 802141000   -0.233132 -0.221124 1.43254
anonymous:0 1603183185 812315000   -0.245526 -0.239419 1.41282
anonymous:0 1603183185 832332000   -0.266158 -0.271785 1.36964
anonymous:0 1603183185 843016000   -0.27403 -0.286358 1.34694
anonymous:0 1603183185 852299000   -0.2803 -0.299889 1.32436
anonymous:0 1603183185 861937000   -0.284428 -0.312435 1.3019
anonymous:0 1603183185 872299000   -0.29742 -0.327375 1.2781
anonymous:0 1603183185 883239000   -0.297311 -0.338246 1.25657
anonymous:0 1603183185 892040000   -0.294996 -0.348345 1.23604
anonymous:0 1603183185 901920000   -0.290517 -0.357859 1.21661
anonymous:0 1603183185 911968000   -0.283931 -0.366848 1.19828
anonymous:0 1603183185 921201000   -0.275364 -0.375303 1.1807
anonymous:0 1603183185 930788000   -0.264893 -0.383217 1.16399
anonymous:0 1603183185 941036000   -0.252509 -0.390116 1.14806
anonymous:0 1603183185 950758000   -0.238744 -0.396125 1.13276
anonymous:0 1603183185 961053000   -0.223556 -0.401452 1.11809
anonymous:0 1603183185 970875000   -0.207042 -0.405691 1.10426
anonymous:0 1603183185 980977000   -0.189106 -0.408966 1.09109
anonymous:0 1603183185 991250000   -0.170002 -0.410942 1.07867
anonymous:0 1603183186 1423000   -0.150176 -0.411564 1.06704
anonymous:0 1603183186 11637000   -0.12971 -0.410766 1.05647
anonymous:0 1603183186 22209000   -0.108756 -0.408634 1.04677
anonymous:0 1603183186 31859000   -0.0874896 -0.405276 1.03834
anonymous:0 1603183186 41754000   -0.0658792 -0.400718 1.03145
anonymous:0 1603183186 51424000   -0.0442591 -0.395186 1.02596
anonymous:0 1603183186 61777000   -0.0229156 -0.388725 1.02206
anonymous:0 1603183186 72073000   -0.00205003 -0.381251 1.01958
anonymous:0 1603183186 82292000   0.0181762 -0.372763 1.0188
anonymous:0 1603183186 91787000   0.037231 -0.363341 1.01953
anonymous:0 1603183186 102014000   0.0550914 -0.353277 1.0217
anonymous:0 1603183186 112014000   0.0718407 -0.342716 1.02521
anonymous:0 1603183186 122301000   0.087168 -0.331937 1.02985
anonymous:0 1603183186 131985000   0.100978 -0.32103 1.03576
anonymous:0 1603183186 141678000   0.113165 -0.310407 1.04263
anonymous:0 1603183186 151904000   0.123515 -0.300357 1.05048
anonymous:0 1603183186 162053000   0.132143 -0.29098 1.05907
anonymous:0 1603183186 172055000   0.138645 -0.282704 1.06799
anonymous:0 1603183186 181879000   0.143095 -0.275629 1.07684
anonymous:0 1603183186 191533000   0.145832 -0.270033 1.08557
anonymous:0 1603183186 201351000   0.146755 -0.26591 1.09385
anonymous:0 1603183186 212069000   0.146144 -0.263076 1.10147
anonymous:0 1603183186 221735000   0.144276 -0.261631 1.10864
anonymous:0 1603183186 231859000   0.140892 -0.261408 1.1151
anonymous:0 1603183186 242440000   0.136119 -0.262342 1.12078
anonymous:0 1603183186 251880000   0.129926 -0.264405 1.12554
anonymous:0 1603183186 261825000   0.122457 -0.267512 1.12932
anonymous:0 1603183186 271779000   0.11391 -0.271535 1.132
anonymous:0 1603183186 282338000   0.104288 -0.276297 1.13344
anonymous:0 1603183186 292197000   0.093605 -0.281792 1.13378
anonymous:0 1603183186 301854000   0.081946 -0.287972 1.13311
anonymous:0 1603183186 312630000   0.0694383 -0.294951 1.13084
anonymous:0 1603183186 321734000   0.0561114 -0.302265 1.12743
anonymous:0 1603183186 332107000   0.0417649 -0.310011 1.12276
anonymous:0 1603183186 341785000   0.0265809 -0.318102 1.11695
anonymous:0 1603183186 351949000   0.0103307 -0.326329 1.11014
anonymous:0 1603183186 362059000   -0.00702443 -0.334849 1.10232
anonymous:0 1603183186 371978000   -0.0253732 -0.343534 1.09415
anonymous:0 1603183186 381900000   -0.0447846 -0.352146 1.08555
anonymous:0 1603183186 391994000   -0.0655515 -0.360772 1.07661
anonymous:0 1603183186 402324000   -0.0873912 -0.369374 1.06759
anonymous:0 1603183186 412217000   -0.11052 -0.377776 1.05889
anonymous:0 1603183186 422487000   -0.13481 -0.385911 1.05084
anonymous:0 1603183186 432052000   -0.160069 -0.393658 1.04352
anonymous:0 1603183186 441782000   -0.186601 -0.400904 1.03772
anonymous:0 1603183186 451933000   -0.213944 -0.407489 1.0338
anonymous:0 1603183186 461781000   -0.241989 -0.413339 1.03217
anonymous:0 1603183186 472050000   -0.27049 -0.418514 1.03283
anonymous:0 1603183186 481847000   -0.29864 -0.422812 1.03563
anonymous:0 1603183186 492212000   -0.326698 -0.426743 1.04079
anonymous:0 1603183186 501800000   -0.353682 -0.429861 1.04812
anonymous:0 1603183186 512215000   -0.379705 -0.43246 1.05771
anonymous:0 1603183186 522091000   -0.404013 -0.434346 1.06958
anonymous:0 1603183186 531977000   -0.426573 -0.435763 1.08317
anonymous:0 1603183186 541912000   -0.446872 -0.437141 1.09852
anonymous:0 1603183186 552012000   -0.46504 -0.439321 1.11533
anonymous:0 1603183186 562064000   -0.481689 -0.439643 1.13287
anonymous:0 1603183186 571633000   -0.49644 -0.440719 1.1512
anonymous:0 1603183186 582211000   -0.509438 -0.441665 1.17046
anonymous:0 1603183186 592075000   -0.520571 -0.443384 1.19049
anonymous:0 1603183186 602133000   -0.530826 -0.44398 1.21057
anonymous:0 1603183186 612077000   -0.539805 -0.444461 1.23097
anonymous:0 1603183186 621898000   -0.547326 -0.445055 1.25172
anonymous:0 1603183186 632006000   -0.553693 -0.445726 1.273
anonymous:0 1603183186 641785000   -0.558884 -0.446055 1.29443
anonymous:0 1603183186 651564000   -0.563175 -0.446337 1.31585
anonymous:0 1603183186 661857000   -0.566311 -0.446346 1.33754
anonymous:0 1603183186 671881000   -0.568584 -0.446174 1.35908
anonymous:0 1603183186 682235000   -0.569774 -0.445595 1.38066
anonymous:0 1603183186 692562000   -0.57021 -0.444342 1.40212
anonymous:0 1603183186 701850000   -0.569788 -0.442906 1.42314
anonymous:0 1603183186 712409000   -0.56867 -0.440977 1.44408
anonymous:0 1603183186 721999000   -0.566994 -0.438543 1.46467
anonymous:0 1603183186 732311000   -0.564743 -0.435604 1.48471
anonymous:0 1603183186 742711000   -0.562173 -0.432134 1.50441
anonymous:0 1603183186 752245000   -0.559106 -0.427886 1.52341
anonymous:0 1603183186 762422000   -0.555807 -0.423119 1.54172
anonymous:0 1603183186 772183000   -0.552349 -0.417579 1.55935
anonymous:0 1603183186 782024000   -0.548827 -0.411309 1.57599
anonymous:0 1603183186 792325000   -0.545592 -0.404501 1.59164
anonymous:0 1603183186 802983000   -0.542467 -0.397044 1.60629
anonymous:0 1603183186 841759000   -0.521941 -0.358585 1.65522
anonymous:0 1603183186 851959000   -0.520472 -0.349229 1.66296
anonymous:0 1603183186 861845000   -0.519629 -0.339687 1.66906
anonymous:0 1603183186 872125000   -0.518878 -0.33022 1.67328
anonymous:0 1603183186 882141000   -0.518243 -0.320861 1.67589
anonymous:0 1603183186 892175000   -0.51801 -0.311623 1.67698
anonymous:0 1603183186 902063000   -0.518216 -0.302925 1.67616
anonymous:0 1603183186 912042000   -0.518874 -0.294686 1.67402
anonymous:0 1603183186 921677000   -0.520316 -0.28712 1.6706
anonymous:0 1603183186 932106000   -0.522076 -0.280368 1.66573
anonymous:0 1603183186 941723000   -0.524714 -0.2743 1.65987
anonymous:0 1603183186 951988000   -0.528075 -0.269212 1.65287
anonymous:0 1603183186 961861000   -0.532311 -0.265001 1.64481
anonymous:0 1603183186 971100000   -0.537444 -0.261849 1.63567
anonymous:0 1603183186 980951000   -0.543801 -0.259597 1.62551
anonymous:0 1603183186 991015000   -0.550899 -0.258458 1.61454
anonymous:0 1603183187 706000   -0.558851 -0.258289 1.60241
anonymous:0 1603183187 10560000   -0.567568 -0.259115 1.58957
anonymous:0 1603183187 20203000   -0.576698 -0.261132 1.57566
anonymous:0 1603183187 30519000   -0.586328 -0.264041 1.56119
anonymous:0 1603183187 40857000   -0.5962 -0.268046 1.54617
anonymous:0 1603183187 50170000   -0.606337 -0.273175 1.53048
anonymous:0 1603183187 61121000   -0.616705 -0.279248 1.51402
anonymous:0 1603183187 71004000   -0.627129 -0.286419 1.49698
anonymous:0 1603183187 81527000   -0.637331 -0.294575 1.47933
anonymous:0 1603183187 91553000   -0.647229 -0.30381 1.4609
anonymous:0 1603183187 101576000   -0.656739 -0.313809 1.44228
anonymous:0 1603183187 111781000   -0.665599 -0.32488 1.42319
anonymous:0 1603183187 121602000   -0.673459 -0.336785 1.40418
anonymous:0 1603183187 131856000   -0.684963 -0.346883 1.38786
anonymous:0 1603183187 141813000   -0.686646 -0.362985 1.36579
anonymous:0 1603183187 151961000   -0.692007 -0.37659 1.34729
anonymous:0 1603183187 161818000   -0.696137 -0.390749 1.32956
anonymous:0 1603183187 171881000   -0.699251 -0.405489 1.31261
anonymous:0 1603183187 181864000   -0.701194 -0.420792 1.29646
anonymous:0 1603183187 191976000   -0.701674 -0.43648 1.28085
anonymous:0 1603183187 201668000   -0.700818 -0.452362 1.26571
anonymous:0 1603183191 362117000   0.054579 -0.581578 1.00846
anonymous:0 1603183191 371994000   0.0502734 -0.569528 0.99031
anonymous:0 1603183191 381866000   0.0450843 -0.557905 0.972823
anonymous:0 1603183191 392061000   0.0392266 -0.546602 0.955826
anonymous:0 1603183191 402019000   0.032328 -0.535559 0.939244
anonymous:0 1603183191 412963000   0.024715 -0.524477 0.923237
anonymous:0 1603183191 421825000   0.0161385 -0.513773 0.907842
anonymous:0 1603183191 432021000   0.00671833 -0.503116 0.893221
anonymous:0 1603183191 442215000   -0.00358283 -0.492597 0.879439
anonymous:0 1603183191 452198000   -0.0147207 -0.482343 0.866539
anonymous:0 1603183191 461872000   -0.0261909 -0.47171 0.854893
anonymous:0 1603183191 472057000   -0.0384481 -0.461471 0.844113
anonymous:0 1603183191 481974000   -0.0510691 -0.450846 0.834652
anonymous:0 1603183191 491800000   -0.0637925 -0.440196 0.826412
anonymous:0 1603183191 502142000   -0.0767653 -0.42952 0.819211
anonymous:0 1603183191 511936000   -0.0891391 -0.418547 0.813472
anonymous:0 1603183191 522304000   -0.101227 -0.4074 0.808689
anonymous:0 1603183191 531610000   -0.113131 -0.394874 0.804363
anonymous:0 1603183191 551861000   -0.133512 -0.373764 0.799254
anonymous:0 1603183191 562057000   -0.142597 -0.363926 0.797627
anonymous:0 1603183191 572173000   -0.150719 -0.354413 0.796397
anonymous:0 1603183191 581674000   -0.15809 -0.345534 0.79576
anonymous:0 1603183191 592048000   -0.164869 -0.336706 0.795255
anonymous:0 1603183191 602451000   -0.170988 -0.328391 0.795097
anonymous:0 1603183191 612528000   -0.176686 -0.320266 0.795358
anonymous:0 1603183191 622162000   -0.182193 -0.31254 0.795833
