name ts   x y z   roll pitch yaw  err delay
anonymous:0 1603183203 702379000   -0.264341 0.531356 1.18676
anonymous:0 1603183203 713076000   -0.278619 0.540628 1.19457
anonymous:0 1603183203 881067000   -0.437388 0.633251 1.28983
anonymous:0 1603183203 890766000   -0.443802 0.631785 1.28976
anonymous:0 1603183203 901759000   -0.447922 0.629786 1.28698
anonymous:0 1603183203 912130000   -0.45423 0.626898 1.28553
anonymous:0 1603183203 921657000   -0.460435 0.623117 1.28334
anonymous:0 1603183203 932122000   -0.466931 0.618441 1.28049
anonymous:0 1603183203 942526000   -0.473095 0.612597 1.27698
anonymous:0 1603183203 952314000   -0.479861 0.605917 1.27257
anonymous:0 1603183203 962529000   -0.486135 0.598173 1.26755
anonymous:0 1603183203 972734000   -0.492242 0.589552 1.26175
anonymous:0 1603183203 982271000   -0.502002 0.58019 1.25764
anonymous:0 1603183204 2444000   -0.508724 0.555873 1.2395
anonymous:0 1603183204 12949000   -0.513782 0.542976 1.2316
anonymous:0 1603183204 22839000   -0.518059 0.52903 1.22352
anonymous:0 1603183204 32629000   -0.521802 0.514196 1.21496
anonymous:0 1603183204 42223000   -0.52494 0.498602 1.20622
anonymous:0 1603183204 62680000   -0.52958 0.464973 1.188
anonymous:0 1603183204 73873000   -0.530793 0.447312 1.17874
anonymous:0 1603183204 82859000   -0.531022 0.429072 1.16939
anonymous:0 1603183204 92513000   -0.530018 0.410225 1.16021
anonymous:0 1603183204 102110000   -0.528418 0.390868 1.15122
anonymous:0 1603183204 112793000   -0.525949 0.371022 1.14255
anonymous:0 1603183204 122514000   -0.522525 0.350783 1.13421
anonymous:0 1603183204 132529000   -0.518208 0.330416 1.12649
anonymous:0 1603183204 142577000   -0.512849 0.309912 1.11913
anonymous:0 1603183204 152681000   -0.506408 0.289427 1.11222
anonymous:0 1603183204 162721000   -0.499197 0.269239 1.10555
anonymous:0 1603183204 172723000   -0.491061 0.249113 1.09975
anonymous:0 1603183204 182507000   -0.482321 0.229284 1.09396
anonymous:0 1603183204 191998000   -0.472751 0.209627 1.08872
anonymous:0 1603183204 202467000   -0.462943 0.190391 1.08425
anonymous:0 1603183204 212427000   -0.452254 0.171529 1.07984
anonymous:0 1603183204 222796000   -0.441415 0.153013 1.07632
anonymous:0 1603183204 232428000   -0.429919 0.134947 1.07334
anonymous:0 1603183204 242340000   -0.41807 0.11739 1.07064
anonymous:0 1603183204 252482000   -0.406208 0.100581 1.0688
anonymous:0 1603183204 292412000   -0.358282 0.0372365 1.07309
anonymous:0 1603183204 301977000   -0.345057 0.0235237 1.07431
anonymous:0 1603183204 312844000   -0.331418 0.0103019 1.07626
anonymous:0 1603183204 322250000   -0.317837 -0.00212559 1.07908
anonymous:0 1603183204 332564000   -0.304373 -0.0133014 1.08215
anonymous:0 1603183204 342224000   -0.292951 -0.0234814 1.08575
anonymous:0 1603183205 11896000   -0.344524 -0.0347254 1.32996
anonymous:0 1603183205 21814000   -0.342163 -0.0369097 1.34242
anonymous:0 1603183205 32044000   -0.340024 -0.0387852 1.35453
anonymous:0 1603183205 41864000   -0.336718 -0.040862 1.36506
anonymous:0 1603183205 52271000   -0.334281 -0.042777 1.37653
anonymous:0 1603183205 61947000   -0.332511 -0.0444545 1.38738
anonymous:0 1603183205 72182000   -0.33119 -0.0460253 1.39798
anonymous:0 1603183205 81911000   -0.330132 -0.0474331 1.40787
anonymous:0 1603183205 92158000   -0.329569 -0.0485901 1.41724
anonymous:0 1603183205 102029000   -0.329695 -0.0493898 1.42573
anonymous:0 1603183205 112286000   -0.33048 -0.0502595 1.43333
anonymous:0 1603183205 122449000   -0.331714 -0.0509216 1.44036
anonymous:0 1603183205 132210000   -0.333699 -0.0514346 1.44673
anonymous:0 1603183205 141983000   -0.341691 -0.0507446 1.45649
anonymous:0 1603183205 152652000   -0.340513 -0.0524549 1.45808
anonymous:0 1603183205 162224000   -0.344303 -0.0534386 1.46164
anonymous:0 1603183205 171887000   -0.348544 -0.0547286 1.4645
anonymous:0 1603183205 182089000   -0.353427 -0.0561211 1.4667
anonymous:0 1603183205 191809000   -0.358618 -0.0576247 1.4682
anonymous:0 1603183205 201814000   -0.364275 -0.0591555 1.4689
anonymous:0 1603183205 212207000   -0.370437 -0.0608249 1.46887
anonymous:0 1603183205 222196000   -0.376823 -0.0627052 1.46804
anonymous:0 1603183205 232045000   -0.383525 -0.0646984 1.46645
anonymous:0 1603183205 241728000   -0.390603 -0.0668821 1.46406
anonymous:0 1603183205 252031000   -0.397987 -0.0692402 1.46092
anonymous:0 1603183205 262002000   -0.405535 -0.0718593 1.45695
anonymous:0 1603183205 272783000   -0.413392 -0.0747884 1.45199
anonymous:0 1603183205 282395000   -0.421113 -0.0779983 1.4463
anonymous:0 1603183205 292405000   -0.429231 -0.0815507 1.43945
anonymous:0 1603183205 302638000   -0.437416 -0.0853279 1.4317
anonymous:0 1603183205 312351000   -0.445969 -0.0891038 1.42317
anonymous:0 1603183205 322666000   -0.454636 -0.0928107 1.41417
anonymous:0 1603183205 332812000   -0.46198 -0.0983086 1.40258
anonymous:0 1603183205 342545000   -0.469607 -0.103522 1.39084
anonymous:0 1603183205 352384000   -0.477239 -0.10899 1.37828
anonymous:0 1603183205 372264000   -0.491064 -0.121002 1.3503
anonymous:0 1603183205 382063000   -0.497218 -0.127514 1.33524
anonymous:0 1603183205 391942000   -0.502364 -0.134233 1.31902
