name ts   x y z   roll pitch yaw  err delay
anonymous:0 1603183102 171007000   -0.681904 0.92781 1.5044
anonymous:0 1603183102 180828000   -0.679291 0.929015 1.50575
anonymous:0 1603183102 190125000   -0.677031 0.929971 1.50731
anonymous:0 1603183102 200293000   -0.674801 0.930775 1.50891
anonymous:0 1603183102 210460000   -0.671845 0.931397 1.51057
anonymous:0 1603183102 220267000   -0.669227 0.931891 1.51228
anonymous:0 1603183102 230047000   -0.666736 0.932171 1.51419
anonymous:0 1603183102 240052000   -0.663677 0.932181 1.51611
anonymous:0 1603183102 249266000   -0.661458 0.932074 1.51852
anonymous:0 1603183102 259448000   -0.658383 0.931648 1.52048
anonymous:0 1603183102 269215000   -0.655931 0.931045 1.52246
anonymous:0 1603183102 279239000   -0.653013 0.93026 1.52438
anonymous:0 1603183102 288864000   -0.650626 0.929412 1.5263
anonymous:0 1603183102 298863000   -0.648102 0.928266 1.52823
anonymous:0 1603183102 308813000   -0.645661 0.927019 1.53012
anonymous:0 1603183102 318783000   -0.64313 0.925645 1.53198
anonymous:0 1603183102 329915000   -0.64094 0.9242 1.53368
anonymous:0 1603183102 339473000   -0.638797 0.922501 1.53551
anonymous:0 1603183102 350342000   -0.63683 0.920784 1.53736
anonymous:0 1603183102 360191000   -0.634999 0.918935 1.5391
anonymous:0 1603183102 370041000   -0.633186 0.91692 1.54073
anonymous:0 1603183102 380469000   -0.631795 0.914877 1.54242
anonymous:0 1603183102 390270000   -0.630036 0.912705 1.54413
anonymous:0 1603183102 400453000   -0.628942 0.910413 1.54577
anonymous:0 1603183102 410657000   -0.627356 0.907986 1.54742
anonymous:0 1603183102 420471000   -0.626368 0.905515 1.54922
anonymous:0 1603183102 430199000   -0.625069 0.902855 1.55087
anonymous:0 1603183102 440689000   -0.624012 0.90011 1.55263
anonymous:0 1603183102 450641000   -0.623221 0.897246 1.55432
anonymous:0 1603183102 460458000   -0.622051 0.894223 1.55594
anonymous:0 1603183102 469906000   -0.621485 0.891172 1.55764
anonymous:0 1603183102 479994000   -0.620615 0.887798 1.55931
anonymous:0 1603183102 489560000   -0.620083 0.884616 1.56095
anonymous:0 1603183102 499297000   -0.619666 0.881069 1.56248
anonymous:0 1603183102 509541000   -0.619079 0.877491 1.5641
anonymous:0 1603183102 520159000   -0.619123 0.873906 1.56558
anonymous:0 1603183102 530474000   -0.618589 0.870076 1.56697
anonymous:0 1603183102 540544000   -0.618554 0.866296 1.5685
anonymous:0 1603183102 550040000   -0.618427 0.862391 1.56982
anonymous:0 1603183102 560173000   -0.618213 0.858422 1.57112
anonymous:0 1603183102 570128000   -0.618609 0.854356 1.57236
anonymous:0 1603183102 580570000   -0.618603 0.850205 1.57356
anonymous:0 1603183102 590607000   -0.618783 0.84595 1.5746
anonymous:0 1603183102 600699000   -0.619477 0.841609 1.5756
anonymous:0 1603183102 611210000   -0.619874 0.837169 1.57653
anonymous:0 1603183102 621185000   -0.62034 0.832661 1.57749
anonymous:0 1603183102 630892000   -0.621364 0.828271 1.57823
anonymous:0 1603183102 640669000   -0.62202 0.823743 1.57896
anonymous:0 1603183102 650781000   -0.622808 0.81926 1.57958
anonymous:0 1603183102 661072000   -0.623941 0.814894 1.5802
anonymous:0 1603183102 671098000   -0.625212 0.810461 1.58069
anonymous:0 1603183102 681033000   -0.62637 0.805994 1.58115
anonymous:0 1603183102 691081000   -0.627628 0.801515 1.58158
anonymous:0 1603183102 700882000   -0.629194 0.797029 1.58196
anonymous:0 1603183102 711081000   -0.63095 0.792569 1.58227
anonymous:0 1603183102 720814000   -0.632814 0.788024 1.58258
anonymous:0 1603183102 731079000   -0.6346 0.783488 1.58269
anonymous:0 1603183102 741032000   -0.636455 0.778796 1.58282
anonymous:0 1603183102 750984000   -0.638264 0.774042 1.58288
anonymous:0 1603183102 761089000   -0.640231 0.769156 1.58289
anonymous:0 1603183102 770673000   -0.642286 0.764254 1.58284
anonymous:0 1603183102 780630000   -0.644571 0.759255 1.58273
anonymous:0 1603183102 790720000   -0.646944 0.754228 1.58256
anonymous:0 1603183102 800410000   -0.649409 0.749124 1.58223
anonymous:0 1603183102 811104000   -0.651892 0.744108 1.58187
anonymous:0 1603183102 820569000   -0.654527 0.738874 1.58134
anonymous:0 1603183102 830602000   -0.657306 0.733538 1.58081
anonymous:0 1603183102 840854000   -0.660249 0.728068 1.58022
anonymous:0 1603183102 850755000   -0.663279 0.722508 1.57957
anonymous:0 1603183102 861014000   -0.666236 0.71683 1.57886
anonymous:0 1603183102 870830000   -0.669342 0.711013 1.57803
anonymous:0 1603183102 880936000   -0.672529 0.705122 1.57714
anonymous:0 1603183102 891269000   -0.675828 0.699131 1.57608
anonymous:0 1603183102 900907000   -0.679172 0.693115 1.57498
anonymous:0 1603183102 910779000   -0.682717 0.687019 1.57386
anonymous:0 1603183102 920895000   -0.686342 0.680872 1.57264
anonymous:0 1603183102 930820000   -0.69021 0.674577 1.57131
anonymous:0 1603183102 940779000   -0.694111 0.668145 1.56984
anonymous:0 1603183102 950804000   -0.698192 0.661661 1.56832
anonymous:0 1603183102 961192000   -0.702262 0.655022 1.56675
anonymous:0 1603183102 970824000   -0.706293 0.648355 1.56515
anonymous:0 1603183102 981013000   -0.71044 0.64149 1.5635
anonymous:0 1603183102 990888000   -0.714568 0.634618 1.56192
anonymous:0 1603183103 906000   -0.718935 0.627649 1.56015
anonymous:0 1603183103 11025000   -0.723294 0.620625 1.55832
anonymous:0 1603183103 20567000   -0.727735 0.613593 1.5565
anonymous:0 1603183103 31062000   -0.732286 0.606391 1.55455
anonymous:0 1603183103 40717000   -0.736833 0.599056 1.55261
anonymous:0 1603183103 50728000   -0.741378 0.591638 1.55067
anonymous:0 1603183103 61113000   -0.745918 0.584029 1.54866
anonymous:0 1603183103 70970000   -0.750372 0.576276 1.54667
anonymous:0 1603183103 81297000   -0.754893 0.568504 1.54482
anonymous:0 1603183103 91319000   -0.759189 0.560819 1.54298
anonymous:0 1603183103 101156000   -0.763559 0.553041 1.54121
anonymous:0 1603183103 111181000   -0.76791 0.545159 1.53948
anonymous:0 1603183103 120889000   -0.772179 0.537309 1.53785
anonymous:0 1603183103 130860000   -0.776463 0.529367 1.53623
anonymous:0 1603183103 141340000   -0.780582 0.521458 1.53473
anonymous:0 1603183103 150372000   -0.784657 0.51355 1.53322
anonymous:0 1603183103 160838000   -0.788865 0.505558 1.53189
anonymous:0 1603183103 170264000   -0.793038 0.497566 1.53055
anonymous:0 1603183103 180547000   -0.797019 0.489712 1.52929
anonymous:0 1603183103 190507000   -0.800838 0.481855 1.52809
anonymous:0 1603183103 200684000   -0.804649 0.474158 1.52692
anonymous:0 1603183103 211016000   -0.808399 0.466512 1.52583
anonymous:0 1603183103 220699000   -0.812134 0.459392 1.52492
anonymous:0 1603183103 230765000   -0.81564 0.452057 1.524
anonymous:0 1603183103 241035000   -0.819054 0.444274 1.52314
anonymous:0 1603183103 251172000   -0.822592 0.436855 1.52243
anonymous:0 1603183103 261042000   -0.825981 0.429562 1.52172
anonymous:0 1603183103 270674000   -0.82924 0.422472 1.52097
anonymous:0 1603183103 280717000   -0.832443 0.41535 1.52014
anonymous:0 1603183103 640614000   -0.899717 0.187553 1.46518
anonymous:0 1603183103 650549000   -0.899822 0.182563 1.46418
anonymous:0 1603183103 660437000   -0.899778 0.177779 1.46323
anonymous:0 1603183103 670893000   -0.899637 0.172754 1.46233
anonymous:0 1603183103 680754000   -0.899447 0.167686 1.46138
anonymous:0 1603183103 690850000   -0.899236 0.162337 1.46042
anonymous:0 1603183103 700673000   -0.898674 0.157161 1.45935
anonymous:0 1603183103 710842000   -0.898201 0.151832 1.45837
anonymous:0 1603183103 720407000   -0.897608 0.146454 1.45739
anonymous:0 1603183103 730717000   -0.896796 0.140994 1.45627
anonymous:0 1603183103 740794000   -0.896129 0.135438 1.45528
anonymous:0 1603183103 750562000   -0.895149 0.130028 1.45431
anonymous:0 1603183103 760725000   -0.894384 0.124441 1.45334
anonymous:0 1603183103 770710000   -0.893441 0.119037 1.4521
anonymous:0 1603183103 780782000   -0.892384 0.113586 1.45111
anonymous:0 1603183103 790604000   -0.891248 0.108017 1.45021
anonymous:0 1603183103 800597000   -0.889827 0.102528 1.44939
anonymous:0 1603183103 811124000   -0.888374 0.0968454 1.44869
anonymous:0 1603183103 820704000   -0.886786 0.0912743 1.44798
anonymous:0 1603183103 830807000   -0.885014 0.0858283 1.44722
anonymous:0 1603183103 840853000   -0.883153 0.080266 1.44672
anonymous:0 1603183103 850858000   -0.881157 0.074797 1.44618
anonymous:0 1603183103 860774000   -0.879073 0.0693854 1.4455
anonymous:0 1603183103 870108000   -0.877036 0.0639314 1.44494
anonymous:0 1603183103 880630000   -0.875115 0.0584546 1.44433
anonymous:0 1603183103 890735000   -0.873023 0.0529597 1.44372
anonymous:0 1603183103 900346000   -0.870868 0.047245 1.44306
anonymous:0 1603183103 910722000   -0.868682 0.0416597 1.44257
anonymous:0 1603183103 920876000   -0.866189 0.0360106 1.44212
anonymous:0 1603183103 930787000   -0.863518 0.0304716 1.44158
anonymous:0 1603183103 940791000   -0.860885 0.0247875 1.4411
anonymous:0 1603183103 950665000   -0.858253 0.0191496 1.44061
anonymous:0 1603183103 961191000   -0.855377 0.0135062 1.4402
anonymous:0 1603183103 971394000   -0.852516 0.00787454 1.43973
anonymous:0 1603183103 981097000   -0.849361 0.00235228 1.4392
anonymous:0 1603183103 991155000   -0.846398 -0.00336556 1.43861
anonymous:0 1603183104 332000   -0.84327 -0.00913544 1.43818
anonymous:0 1603183104 11179000   -0.829514 -0.0121027 1.43897
anonymous:0 1603183104 20755000   -0.826254 -0.0179084 1.43844
anonymous:0 1603183104 30694000   -0.822764 -0.0237527 1.43796
anonymous:0 1603183104 41028000   -0.81914 -0.0295176 1.43759
anonymous:0 1603183104 50143000   -0.815521 -0.0353712 1.43717
anonymous:0 1603183104 59946000   -0.811649 -0.0411215 1.43675
anonymous:0 1603183104 69832000   -0.807806 -0.0469485 1.43645
anonymous:0 1603183104 80048000   -0.803916 -0.052705 1.43614
anonymous:0 1603183104 89838000   -0.799955 -0.0584592 1.43587
anonymous:0 1603183104 100087000   -0.796091 -0.064286 1.43575
anonymous:0 1603183104 110450000   -0.792193 -0.0699858 1.43558
anonymous:0 1603183104 120107000   -0.788153 -0.0756706 1.43551
anonymous:0 1603183104 130262000   -0.784134 -0.0812832 1.43556
anonymous:0 1603183104 140047000   -0.780027 -0.086789 1.43567
anonymous:0 1603183104 150127000   -0.77562 -0.0923245 1.43577
anonymous:0 1603183104 160373000   -0.771143 -0.0979078 1.43603
anonymous:0 1603183104 170375000   -0.766815 -0.10355 1.43637
anonymous:0 1603183104 180886000   -0.762344 -0.109241 1.43687
anonymous:0 1603183104 190516000   -0.757956 -0.115044 1.43734
anonymous:0 1603183104 200328000   -0.753625 -0.120912 1.4379
anonymous:0 1603183104 211088000   -0.749271 -0.126792 1.43852
anonymous:0 1603183104 220626000   -0.744995 -0.132644 1.43906
anonymous:0 1603183104 230720000   -0.74059 -0.138404 1.43972
anonymous:0 1603183104 240400000   -0.736162 -0.144292 1.44042
anonymous:0 1603183104 250517000   -0.73177 -0.150175 1.4411
anonymous:0 1603183104 260517000   -0.727261 -0.156061 1.44188
anonymous:0 1603183104 270347000   -0.722739 -0.162009 1.44278
anonymous:0 1603183104 280617000   -0.718176 -0.167926 1.44366
anonymous:0 1603183104 290211000   -0.713498 -0.173687 1.44455
anonymous:0 1603183104 300318000   -0.708793 -0.179353 1.44557
anonymous:0 1603183104 310565000   -0.704066 -0.185045 1.44661
anonymous:0 1603183104 320597000   -0.69929 -0.190705 1.44769
anonymous:0 1603183104 330660000   -0.694561 -0.196318 1.44876
anonymous:0 1603183104 341037000   -0.689754 -0.201872 1.44995
anonymous:0 1603183104 350564000   -0.684935 -0.207339 1.45121
anonymous:0 1603183104 360694000   -0.680066 -0.212801 1.45246
anonymous:0 1603183104 370818000   -0.675205 -0.218261 1.45383
anonymous:0 1603183104 380787000   -0.670294 -0.223627 1.45533
anonymous:0 1603183104 391024000   -0.665572 -0.228994 1.45689
anonymous:0 1603183104 400686000   -0.660779 -0.234272 1.45855
anonymous:0 1603183104 410967000   -0.656015 -0.239499 1.46013
anonymous:0 1603183104 420732000   -0.651196 -0.244704 1.46159
anonymous:0 1603183104 430605000   -0.646404 -0.249759 1.46315
anonymous:0 1603183104 440554000   -0.64153 -0.254772 1.46493
anonymous:0 1603183104 450722000   -0.636657 -0.259706 1.46685
anonymous:0 1603183104 460757000   -0.631741 -0.264576 1.46874
anonymous:0 1603183104 470774000   -0.626729 -0.269461 1.47048
anonymous:0 1603183104 480862000   -0.621743 -0.27428 1.47226
anonymous:0 1603183104 490637000   -0.616944 -0.279078 1.47422
anonymous:0 1603183104 500664000   -0.612071 -0.283912 1.47619
anonymous:0 1603183104 510011000   -0.607034 -0.288806 1.47807
anonymous:0 1603183104 520557000   -0.602182 -0.293654 1.48
anonymous:0 1603183104 530662000   -0.597369 -0.298379 1.4819
anonymous:0 1603183104 540616000   -0.592461 -0.30311 1.48383
anonymous:0 1603183104 550466000   -0.587444 -0.307802 1.48567
anonymous:0 1603183104 560725000   -0.582517 -0.312214 1.48777
anonymous:0 1603183104 570898000   -0.577563 -0.316524 1.48984
anonymous:0 1603183104 580784000   -0.572551 -0.320952 1.49175
anonymous:0 1603183104 589897000   -0.567387 -0.325254 1.49387
anonymous:0 1603183104 599441000   -0.562192 -0.329389 1.49622
anonymous:0 1603183104 609642000   -0.556994 -0.333647 1.4985
anonymous:0 1603183104 619571000   -0.551711 -0.337746 1.50073
anonymous:0 1603183104 629085000   -0.546545 -0.341612 1.50297
anonymous:0 1603183104 640227000   -0.541365 -0.345573 1.50537
anonymous:0 1603183104 649834000   -0.536241 -0.349286 1.50782
anonymous:0 1603183104 660163000   -0.542085 -0.356033 1.50805
anonymous:0 1603183104 670219000   -0.536972 -0.359644 1.51035
anonymous:0 1603183104 680567000   -0.531784 -0.363085 1.51285
anonymous:0 1603183104 690582000   -0.526542 -0.366292 1.51529
anonymous:0 1603183104 700596000   -0.521261 -0.369711 1.51769
anonymous:0 1603183104 710746000   -0.515911 -0.372858 1.52019
anonymous:0 1603183104 720231000   -0.510675 -0.375942 1.52266
anonymous:0 1603183104 730557000   -0.505328 -0.379124 1.52503
anonymous:0 1603183104 740842000   -0.500123 -0.382203 1.52754
anonymous:0 1603183104 750897000   -0.494768 -0.385129 1.52996
anonymous:0 1603183104 760870000   -0.489476 -0.387961 1.53232
anonymous:0 1603183104 770913000   -0.484005 -0.390773 1.53479
anonymous:0 1603183104 780886000   -0.478534 -0.393493 1.53712
anonymous:0 1603183104 791101000   -0.473076 -0.396125 1.53961
anonymous:0 1603183104 800749000   -0.467573 -0.398676 1.54192
anonymous:0 1603183104 811080000   -0.462168 -0.401228 1.54418
anonymous:0 1603183104 820812000   -0.456669 -0.403795 1.54651
anonymous:0 1603183104 830751000   -0.451243 -0.405964 1.54869
anonymous:0 1603183104 841436000   -0.445669 -0.408241 1.55089
anonymous:0 1603183104 850865000   -0.440256 -0.410442 1.55298
anonymous:0 1603183104 860726000   -0.43468 -0.412716 1.55494
anonymous:0 1603183104 870477000   -0.429179 -0.414937 1.557
anonymous:0 1603183104 880865000   -0.423652 -0.417155 1.55887
anonymous:0 1603183104 890726000   -0.418279 -0.41937 1.56061
anonymous:0 1603183104 900765000   -0.412804 -0.421365 1.5624
anonymous:0 1603183104 910886000   -0.407415 -0.423508 1.56412
anonymous:0 1603183104 920847000   -0.402233 -0.425512 1.56568
anonymous:0 1603183104 931003000   -0.397181 -0.427592 1.56716
anonymous:0 1603183104 941006000   -0.39205 -0.429645 1.56862
anonymous:0 1603183104 950714000   -0.386975 -0.431482 1.56993
anonymous:0 1603183104 960642000   -0.381836 -0.433614 1.57116
anonymous:0 1603183104 970798000   -0.376711 -0.435535 1.57233
anonymous:0 1603183104 980936000   -0.371841 -0.437446 1.5733
anonymous:0 1603183104 990560000   -0.366714 -0.439389 1.5743
anonymous:0 1603183105 864000   -0.361881 -0.441457 1.5751
anonymous:0 1603183105 10912000   -0.357022 -0.443346 1.57581
anonymous:0 1603183105 20909000   -0.352354 -0.445319 1.57639
anonymous:0 1603183105 30737000   -0.347638 -0.44731 1.57681
anonymous:0 1603183105 40849000   -0.343106 -0.449257 1.57717
anonymous:0 1603183105 50680000   -0.338591 -0.45121 1.57735
anonymous:0 1603183105 60629000   -0.334099 -0.453239 1.57741
anonymous:0 1603183105 70695000   -0.329713 -0.455367 1.57733
anonymous:0 1603183105 80887000   -0.32543 -0.457316 1.57717
anonymous:0 1603183105 90792000   -0.321214 -0.45943 1.57684
anonymous:0 1603183105 100827000   -0.317015 -0.461583 1.57635
anonymous:0 1603183105 111131000   -0.312929 -0.463743 1.57576
anonymous:0 1603183105 121213000   -0.30886 -0.465997 1.57502
anonymous:0 1603183105 131165000   -0.304518 -0.468372 1.57417
anonymous:0 1603183105 140851000   -0.300206 -0.470848 1.5731
anonymous:0 1603183105 150379000   -0.296199 -0.473456 1.57192
anonymous:0 1603183105 160465000   -0.292189 -0.476263 1.57061
anonymous:0 1603183105 170656000   -0.288139 -0.479167 1.56923
anonymous:0 1603183105 180945000   -0.284253 -0.482362 1.56765
anonymous:0 1603183105 190189000   -0.280267 -0.485522 1.56592
anonymous:0 1603183105 200487000   -0.276139 -0.488798 1.56419
anonymous:0 1603183105 210669000   -0.272017 -0.491896 1.5623
anonymous:0 1603183105 220942000   -0.268065 -0.49515 1.56032
anonymous:0 1603183105 230622000   -0.264212 -0.498429 1.5583
anonymous:0 1603183105 240780000   -0.260318 -0.501438 1.55602
anonymous:0 1603183105 250618000   -0.256111 -0.504566 1.5538
anonymous:0 1603183105 260340000   -0.252194 -0.507893 1.5515
anonymous:0 1603183105 270200000   -0.247862 -0.51117 1.54912
anonymous:0 1603183105 280453000   -0.243503 -0.514476 1.54664
anonymous:0 1603183105 290357000   -0.239208 -0.518135 1.54404
anonymous:0 1603183105 300295000   -0.234934 -0.522015 1.54146
anonymous:0 1603183105 310325000   -0.230604 -0.525904 1.53863
anonymous:0 1603183105 320837000   -0.225982 -0.52987 1.53599
anonymous:0 1603183105 330385000   -0.22156 -0.533971 1.53302
anonymous:0 1603183105 340367000   -0.217116 -0.538035 1.53009
anonymous:0 1603183105 350341000   -0.212507 -0.542105 1.52704
anonymous:0 1603183105 360396000   -0.207992 -0.546182 1.5239
anonymous:0 1603183105 370464000   -0.203628 -0.550611 1.52078
anonymous:0 1603183105 380987000   -0.199009 -0.555027 1.51752
anonymous:0 1603183105 390995000   -0.19423 -0.55946 1.51435
anonymous:0 1603183105 400357000   -0.189689 -0.564124 1.51114
anonymous:0 1603183105 410714000   -0.185097 -0.568826 1.508
anonymous:0 1603183105 420352000   -0.180497 -0.57335 1.50479
anonymous:0 1603183105 430782000   -0.175803 -0.577839 1.50145
anonymous:0 1603183105 441098000   -0.171095 -0.582178 1.49824
anonymous:0 1603183105 450884000   -0.166551 -0.586576 1.49505
anonymous:0 1603183105 460793000   -0.161942 -0.590857 1.49182
anonymous:0 1603183105 470781000   -0.15728 -0.594946 1.48875
anonymous:0 1603183105 481215000   -0.152818 -0.599519 1.48557
